ID,SEX,AGE,FO,TIP,Q1,Q2,Q6,TV,INETR,EDU,DOHOD_0,PROF,PROF2,PROF3,weight1
0716718e7dcce933,Мужской,35.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Несколько раз в неделю,Несколько раз в неделю,Среднее образование (закончил 10-11 классов школы),Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8348450926929216
0716b744628cefed,Мужской,35.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Предприниматель, собственник бизнеса",,"Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",0.550919975533851
0716a1b739cce155,Мужской,35.0,Южный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,"Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Неполное среднее образование (закончил до 9-ти классов),Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.484147197091209
071688300d4ce849,Мужской,35.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.5205155960063468
07169afdcb8ce756,Мужской,35.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)","Пока не определился, определюсь ближе к выборам","Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень",Среднее,"Предприниматель, собственник бизнеса",,Другое (укажите),1.1112583546871004
071698ed534ce8fc,Мужской,53.0,Южный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",0.8756602924833422
071681187c4ce3b9,Мужской,53.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Леонид СлУцкий, ЛДПР",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.9414385579003796
0716815dfe0ce5b0,Мужской,46.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8127672311750341
0716838da54cec71,Мужской,53.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Не пользуюсь,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Предприниматель, собственник бизнеса",,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.7352360155830888
07168a439dcce140,Мужской,46.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Леонид СлУцкий, ЛДПР","Редко, но не менее одного раза в полгода",Несколько раз в неделю,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",1.2425693962723172
0716a7e6ecccecba,Мужской,64.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно не приму,"Николай ХаритОнов, КПРФ",Смотрю более четырех часов ежедневно,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.0010267402505113
0716798cf40ce908,Мужской,64.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.2212119447428167
07167b20160ce470,Женский,28.0,Уральский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,2.3176640481897643
07168a8ed18ce446,Женский,35.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Леонид СлУцкий, ЛДПР",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.4269929347911503
071667fe244ce0e2,Женский,35.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Неполное среднее образование (закончил до 9-ти классов),Среднее,"Временно не работаю, безработный",,,1.1948576605274508
07165f94ae4ce6f8,Женский,35.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Скорее приму,"Владимир ПУтин, самовыдвиженец","Редко, но не менее одного раза в полгода",Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",1.1938610518179837
07166e600a0cea13,Женский,35.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),1.316601745022101
07167627f34cec34,Женский,35.0,Уральский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Временно не работаю, безработный",,,0.6957667362602525
0716a98f7c4ce69e,Женский,35.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",1.3959154162549767
0716938d110ce554,Женский,53.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Николай ХаритОнов, КПРФ",Не смотрю,"Редко, но не менее одного раза в полгода",Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",1.3734219850797864
07166c41cb4ce70f,Женский,53.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,1.411843090381307
071682e4c88ce953,Женский,46.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,0.9694421586787264
07165662de4ced04,Женский,46.0,Дальневосточный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",1.0321342569150223
0716cdfb668ce9e5,Женский,53.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Два и более высших образования, ученая степень",Среднее,"Временно не работаю, безработный",,,1.530761338333826
0716857ab28ce7aa,Женский,46.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Общественное питание, ресторанный и гостиничный бизнес Включает в том числе: Кафе, ресторан, доставка продуктов питан...",1.0861189001098466
07168e20e84ce261,Женский,71.0,Центральный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (2024 г., без уточнения месяца)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8825027563916295
0716a36cebcced7f,Женский,71.0,Северо-Западный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)","Пока не определился, определюсь ближе к выборам","Николай ХаритОнов, КПРФ",Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7500383776520854
07166a3b6f8ce8f1,Женский,71.0,Сибирский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.9439551425652035
07165ecc958ce611,Женский,64.0,Дальневосточный федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",0.8659129312353427
0716ac4790ccee0a,Женский,71.0,Южный федеральный округ,Поселок городского типа,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7488125595584355
07167109b74ceeb9,Женский,71.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Несколько раз в неделю,Среднее образование (закончил 10-11 классов школы),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.7518809584681334
0716a713730ceb75,Женский,71.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8047899087292489
071686b5088ced17,Женский,71.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Скорее приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Провожу в интернете более четырех часов ежедневно,Неполное среднее образование (закончил до 9-ти классов),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.5885443634227749
071684a1198ce02c,Мужской,36.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владислав ДаванкОв, партия «Новые люди»",Несколько раз в месяц,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.8151832591026007
0716c16a8ecce836,Мужской,36.0,Центральный федеральный округ,Поселок городского типа,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Николай ХаритОнов, КПРФ",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в НЕКОММЕРЧЕСКОЙ организации, которая оказывает помощь населению (благотворительные фонды, центры поддержки...",,0.6817095010117753
0716c565a68ce625,Мужской,36.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Социальные услуги, социальное обеспечение Включает в том числе: собес, пенсионный фонд, реабилитационный центр, центр...",0.7117657139147245
07168aad81cceb00,Мужской,36.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Не смотрю,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,Самозанятый,,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.46822644084996484
07169a6dbccce376,Мужской,36.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,Приду и испорчу бюллетень,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Предприниматель, собственник бизнеса",,"Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",0.7851852956366874
0716adb3af8ce112,Мужской,36.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец","Редко, но не менее одного раза в полгода",Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.7851852956366874
07167f5ff04ce8d3,Мужской,36.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Не смотрю,Ежедневно менее четырех часов в день,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.6366343149672172
07168786618ce908,Мужской,36.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Николай ХаритОнов, КПРФ",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 4-го курса вуза) или законченное высшее образование,Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",1.3679047444043975
0716ada3a64cea12,Мужской,54.0,Северо-Кавказский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Среднее,"Предприниматель, собственник бизнеса",,"Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.9129197168453075
07168e283c8ce4fb,Мужской,47.0,Приволжский федеральный округ,Село,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Затрудняюсь ответить,(НЕ ЗАЧИТЫВАТЬ) Затрудняюсь ответить,Смотрю более четырех часов ежедневно,Не пользуюсь,Среднее образование (закончил 10-11 классов школы),Среднее,"Временно не работаю, безработный",,,0.9414385579003796
07167c1db8cce39c,Мужской,54.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Смотрю более четырех часов ежедневно,Ежедневно менее четырех часов в день,Среднее образование (закончил 10-11 классов школы),Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),0.8222818718935216
0716834754ccecbf,Мужской,54.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Точно приму,"Владимир ПУтин, самовыдвиженец",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Неполное среднее образование (закончил до 9-ти классов),Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",0.6645228034421707
0716a9148c4ce8f9,Мужской,54.0,Южный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,(НЕ ЗАЧИТЫВАТЬ) Слышу впервые / нет ответа / затрудняюсь ответить,Точно приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Ежедневно менее четырех часов в день,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Жилищно-коммунальное хозяйство Включает в том числе: водоканал, горгаз, вывоз мусора, котельная, сортировка и перераб...",0.5591317460847063
0716a158a08cee02,Мужской,47.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,"(НЕ ЗАЧИТЫВАТЬ) Правильный ответ (март, весна 2024 г.)",Скорее приму,"Владимир ПУтин, самовыдвиженец",Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее специальное образование (техникум, колледж, ПТУ)",Среднее,"Работаю в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пенсионеров)",Затрудняюсь ответить/ отказ от ответа,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.78959775053932
